gender,age,S1,S2,S3,S4,S5,S6,EX,NR,OP,AG,CN
2,19,0.14074969291687012,0.3086503744125366,0.1584359109401703,0.2189653515815735,0.23206880688667297,0.10102677345275879,4.0,2.4,3.9,4.4,3.0
2,18,0.08210811018943787,0.18681339919567108,0.24072155356407166,0.1692872792482376,0.2420186996459961,0.14492955803871155,3.0,3.0,3.0,3.0,3.0
1,44,0.19844748079776764,0.2103959172964096,0.16297897696495056,0.3830069601535797,0.3193401098251343,0.1862153857946396,2.1,1.0,3.7,2.3,2.4
2,32,0.1415775865316391,0.3215549886226654,0.1533626914024353,0.30860987305641174,0.06715736538171768,0.2065945416688919,2.4,3.7,4.9,4.7,2.5
1,20,0.07380817830562592,0.15478059649467468,0.3751618266105652,0.29580357670783997,0.18413779139518738,0.4415578246116638,1.3,2.0,4.9,4.1,1.7
2,23,-0.007456226274371147,0.3203604817390442,0.2522713840007782,0.02245621755719185,0.16019240021705627,0.1424269676208496,3.3,1.8,4.2,3.4,3.5
1,52,0.13928420841693878,0.3178543150424957,0.11504994332790375,0.5340947508811951,0.04899686574935913,0.1314607709646225,3.4,4.3,3.5,3.7,4.3
1,52,0.019385740160942078,0.08358141779899597,0.0994725450873375,0.02673790231347084,0.11973799765110016,0.14986348152160645,3.7,2.6,4.8,4.8,3.3
1,27,0.13613466918468475,0.2317749559879303,0.1750127375125885,0.25704964995384216,0.25411421060562134,0.5273777842521667,2.7,4.2,5.0,4.1,3.7
2,31,0.0691753476858139,0.08443284034729004,0.20290328562259674,0.14046236872673035,0.13499164581298828,0.1667405217885971,2.5,1.9,2.4,4.1,2.8
1,26,0.18010082840919495,0.04542688652873039,0.5387586355209351,0.5550464391708374,0.2304675579071045,0.29259586334228516,2.6,3.6,4.7,2.4,3.2
1,34,0.031287290155887604,0.1707945019006729,0.3048875331878662,0.21147817373275757,0.19224420189857483,0.16393545269966125,1.8,3.1,4.2,2.3,3.0
1,39,0.14499521255493164,0.1483047902584076,0.2953977882862091,0.20552188158035278,0.2090846598148346,0.11137110739946365,3.4,3.9,5.0,2.6,3.2
2,45,0.25467509031295776,0.19588662683963776,0.06900633871555328,0.056971874088048935,0.24342381954193115,0.12742473185062408,2.3,3.0,4.0,4.6,4.1
1,42,0.14617511630058289,0.15501371026039124,0.20071423053741455,0.2028656005859375,0.23451478779315948,0.08821865916252136,2.6,3.5,3.5,4.0,3.8
2,46,0.12583455443382263,0.34348297119140625,0.2556464672088623,0.1497429609298706,0.17352941632270813,0.13469302654266357,2.5,3.8,3.6,3.0,3.4
2,47,0.24749942123889923,0.18131962418556213,0.19056212902069092,0.07075347751379013,0.14563260972499847,0.13469302654266357,3.8,3.6,3.2,4.6,4.2
1,31,0.04499208554625511,0.160293310880661,0.20043626427650452,0.047940876334905624,0.16435231268405914,0.18799057602882385,4.7,4.7,4.3,4.6,4.0
2,20,0.0691753476858139,0.12284956127405167,0.1459076702594757,0.10030710697174072,0.21606996655464172,0.5620136260986328,3.4,2.0,3.1,3.4,3.6
2,56,0.257037878036499,0.15264461934566498,0.1584359109401703,0.30610278248786926,0.19796405732631683,0.2067810595035553,3.1,4.0,4.7,5.0,3.1
1,41,0.5644829273223877,0.21232706308364868,0.0858069509267807,-0.06665554642677307,0.08445999771356583,0.0690416693687439,4.8,4.5,4.5,4.7,4.3
2,19,0.03987516090273857,0.1092882975935936,0.2709115743637085,0.19490867853164673,0.1968982219696045,0.10102677345275879,3.0,2.4,3.6,3.4,3.4
1,55,0.13928420841693878,0.11722655594348907,0.1098463386297226,0.18292248249053955,0.11009742319583893,-0.0018921494483947754,2.7,2.2,3.1,2.5,4.5
1,24,0.12066091597080231,0.09809324145317078,0.2127891480922699,0.16632378101348877,0.19719475507736206,0.18060800433158875,4.8,3.1,5.0,4.9,3.4
2,23,0.29906484484672546,0.11810863018035889,0.25086504220962524,0.3014512360095978,0.12769290804862976,0.14569351077079773,2.9,2.0,3.8,3.7,4.2
1,38,0.05644821748137474,0.07810434699058533,0.12276749312877655,0.15418890118598938,0.21439331769943237,0.1401672214269638,3.7,1.7,5.0,4.1,2.5
2,18,0.2051142156124115,0.6965310573577881,0.4054815471172333,0.2404356598854065,0.18313097953796387,0.5164636373519897,1.9,2.3,3.1,3.3,3.6
